id,lesson_id,stage_id,route_id,title,drill_type,target_skill,skill_category,difficulty,order_index,prerequisites,instructions,coach_cues,expected_mistakes,correction_cues,pass_criteria,fail_criteria,repetition_count,suggested_duration,rest_duration,scoring_logic,mastery_threshold,safety_notes
D125,S4_L03,S4,R5,Low-Pressure Rep 3,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D124""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D126,S4_L03,S4,R3,Jump and Land 3,interval_jump,mixed_interval_recall,interval_accuracy,hard,6,"[""D125""]","Hear both notes, then sing the jump cleanly without sliding unless told. Aim for a musical, not mechanical, result.","[""hear both notes in your head"", ""keep the jump light"", ""prioritize meaning and consistency""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 83 OR low_confidence_cap_triggered,4,4m 50s,50s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",83,"[""reduce range if the leap feels strained""]"
D127,S4_L04,S4,R4,Shape the Line 4,phrase_sing,line_shaping,phrasing,hard,1,[],"Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,4,4m 0s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D128,S4_L04,S4,R4,Melody Memory 4,melody_echo,note_sequence_memory,melody_recall,hard,2,"[""D127""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,6,4m 10s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D129,S4_L04,S4,R5,Performance Check 4,performance_run,repeatability_under_pressure,performance_confidence,hard,3,"[""D128""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,3,4m 20s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D130,S4_L04,S4,R4,Soft to Strong 4,dynamic_control,crescendo_diminuendo,dynamics,hard,4,"[""D129""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,4,4m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D131,S4_L04,S4,R5,Confidence Take 4,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D130""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D132,S4_L04,S4,R3,Hear and Match 4,match_note,single_note_matching,pitch_accuracy,hard,6,"[""D131""]","Listen to the reference, then sing the same pitch and settle in the center. Aim for a musical, not mechanical, result.","[""listen first, then sing"", ""adjust slowly not suddenly"", ""prioritize meaning and consistency""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 83 OR low_confidence_cap_triggered,4,4m 50s,50s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",83,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D133,S4_L05,S4,R4,Repeatable Run 5,performance_run,repeatability_under_pressure,performance_confidence,hard,1,[],"Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,4,4m 0s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D134,S4_L05,S4,R4,Phrase Arc 5,phrase_sing,line_shaping,phrasing,hard,2,"[""D133""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,5,4m 10s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D135,S4_L05,S4,R5,Soft to Strong 5,dynamic_control,crescendo_diminuendo,dynamics,hard,3,"[""D134""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,3,4m 20s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D136,S4_L05,S4,R4,Contour Copy 5,melody_echo,note_sequence_memory,melody_recall,hard,4,"[""D135""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D137,S4_L05,S4,R5,Safe Short Run 5,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D136""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D138,S4_L05,S4,R3,Resonant Vowel 5,vowel_shape,vowel_consistency,tone_quality,hard,6,"[""D137""]","Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel"", ""prioritize meaning and consistency""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 83 OR low_confidence_cap_triggered,3,4m 50s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",83,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D139,S4_L06,S4,R4,Performance Check 6,performance_run,repeatability_under_pressure,performance_confidence,hard,1,[],"Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,4,4m 0s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D140,S4_L06,S4,R4,Performance Run 6,performance_run,repeatability_under_pressure,performance_confidence,hard,2,"[""D139""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 84 OR low_confidence_cap_triggered,5,4m 10s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",84,"[""take full recovery between runs"", ""never force a tired voice""]"
D141,S4_L06,S4,R5,Line in One Breath 6,phrase_sing,line_shaping,phrasing,hard,3,"[""D140""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 83 OR low_confidence_cap_triggered,3,4m 20s,50s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",83,"[""reset if you run out of air instead of pushing""]"
D142,S4_L06,S4,R4,Three-Note Recall 6,melody_echo,note_sequence_memory,melody_recall,hard,4,"[""D141""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 83 OR low_confidence_cap_triggered,5,4m 30s,50s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",83,"[""stay in speech-like volume on first tries""]"
D143,S4_L06,S4,R5,Tiny Win Rep 6,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D142""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 83 OR low_confidence_cap_triggered,5,4m 40s,50s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",83,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D144,S4_L06,S4,R3,Volume Without Drift 6,dynamic_control,crescendo_diminuendo,dynamics,hard,6,"[""D143""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 83 OR low_confidence_cap_triggered,3,4m 50s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",83,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D145,S5_L01,S5,R5,Performance Run 1,performance_run,repeatability_under_pressure,performance_confidence,hard,1,[],"Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 87 OR low_confidence_cap_triggered,4,4m 30s,70s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",87,"[""take full recovery between runs"", ""never force a tired voice""]"
D146,S5_L01,S5,R5,Recorded Phrase 1,performance_run,repeatability_under_pressure,performance_confidence,hard,2,"[""D145""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 87 OR low_confidence_cap_triggered,5,4m 40s,70s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",87,"[""take full recovery between runs"", ""never force a tired voice""]"
D147,S5_L01,S5,R3,Connect the Phrase 1,phrase_sing,line_shaping,phrasing,hard,3,"[""D146""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 86 OR low_confidence_cap_triggered,3,4m 50s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",86,"[""reset if you run out of air instead of pushing""]"
D148,S5_L01,S5,R5,Controlled Crescendo 1,dynamic_control,crescendo_diminuendo,dynamics,expert,4,"[""D147""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable"", ""prioritize meaning and consistency""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 86 OR low_confidence_cap_triggered,4,5m 0s,60s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",86,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D149,S5_L01,S5,R5,Finish the Rep 1,confidence_rep,recording_confidence,performance_confidence,expert,5,"[""D148""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try"", ""prioritize meaning and consistency""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 86 OR low_confidence_cap_triggered,5,5m 10s,60s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",86,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D150,S5_L01,S5,R5,Bridge and Settle 1,register_bridge,passaggio_smoothing,register_transition,expert,6,"[""D149""]","Move across the register change smoothly and keep the tone connected. Aim for a musical, not mechanical, result.","[""lighten as you rise"", ""do not drag weight upward"", ""prioritize meaning and consistency""]","[""cracking"", ""dragging chest too high"", ""flipping suddenly""]","[""lighten as you rise"", ""keep airflow even across the bridge"", ""allow a narrower vowel if needed""]",score >= threshold AND bridge_crack_events <= 1,score < 87 OR low_confidence_cap_triggered,3,5m 20s,70s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.4, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.1}, ""metrics"": [""bridge_crack_events"", ""bridge_continuity_score"", ""mean_abs_cents"", ""vowel_consistency_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND bridge_crack_events <= 1""}",87,"[""stay away from extreme high notes"", ""use medium volume only""]"
D151,S5_L02,S5,R5,Recorded Phrase 2,performance_run,repeatability_under_pressure,performance_confidence,hard,1,[],"Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 87 OR low_confidence_cap_triggered,4,4m 30s,70s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",87,"[""take full recovery between runs"", ""never force a tired voice""]"
D152,S5_L02,S5,R5,Pressure-Ready Take 2,performance_run,repeatability_under_pressure,performance_confidence,hard,2,"[""D151""]","Sing the full excerpt as one intentional take, then repeat with the same plan. Aim for a musical, not mechanical, result.","[""reset before each take"", ""repeat the same musical intention"", ""prioritize meaning and consistency""]","[""tension from pressure"", ""losing breath plan"", ""inconsistent second take""]","[""reset posture before each run"", ""keep one clear intention"", ""repeat the same plan each take""]",score >= threshold AND phrase_completion_ratio >= 0.9,score < 87 OR low_confidence_cap_triggered,5,4m 40s,70s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.15, ""confidence"": 0.1, ""expression"": 0.3}, ""metrics"": [""phrase_completion_ratio"", ""mean_abs_cents"", ""dynamic_range_match"", ""repeatability_score"", ""breath_break_count""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.9""}",87,"[""take full recovery between runs"", ""never force a tired voice""]"
D153,S5_L02,S5,R3,Pattern Repeat 2,melody_echo,note_sequence_memory,melody_recall,hard,3,"[""D152""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue"", ""prioritize meaning and consistency""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 86 OR low_confidence_cap_triggered,4,4m 50s,60s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",86,"[""stay in speech-like volume on first tries""]"
D154,S5_L02,S5,R5,Breath to Phrase 2,phrase_sing,line_shaping,phrasing,expert,4,"[""D153""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending"", ""prioritize meaning and consistency""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 86 OR low_confidence_cap_triggered,4,5m 0s,60s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",86,"[""reset if you run out of air instead of pushing""]"
